Rating   Prec.   Recall  fscore  Support
(1, ':', 0.207, 0.215, 0.211, 7299.0)
(2, ':', 0.053, 0.006, 0.011, 2334.0)
(3, ':', 0.077, 0.007, 0.013, 2205.0)
(4, ':', 0.058, 0.004, 0.008, 1659.0)
(5, ':', 0.066, 0.258, 0.106, 2710.0)
(6, ':', 0.143, 0.0, 0.001, 2119.0)
(7, ':', 0.052, 0.007, 0.013, 3091.0)
(8, ':', 0.125, 0.297, 0.176, 6156.0)
(9, ':', 0.188, 0.2, 0.194, 9177.0)
(10, ':', 0.373, 0.222, 0.279, 17016.0)
('Total:', 0.212, 0.182, 0.177, 53766)
